1,0.648543
2,0.647454
3,0.646367
4,0.645284
5,0.644202
6,0.643123
7,0.642046
8,0.640971
9,0.639897
10,0.638825
11,0.637754
12,0.636683
13,0.635614
14,0.634545
15,0.633476
16,0.632407
17,0.631338
18,0.630269
19,0.629200
20,0.628129
21,0.627058
22,0.625985
23,0.624911
24,0.623836
25,0.622758
26,0.621679
27,0.620597
28,0.619513
29,0.618426
30,0.617337
31,0.616244
32,0.615148
33,0.614049
34,0.612946
35,0.611839
36,0.610728
37,0.609612
38,0.608492
39,0.607367
40,0.606237
41,0.605102
42,0.603962
43,0.602815
44,0.601663
45,0.600505
46,0.599340
47,0.598169
48,0.596991
49,0.595805
50,0.594613
51,0.593412
52,0.592204
53,0.590988
54,0.589764
55,0.588530
56,0.587288
57,0.586037
58,0.584777
59,0.583506
60,0.582226
61,0.580936
62,0.579635
63,0.578323
64,0.577000
65,0.575665
66,0.574319
67,0.572961
68,0.571591
69,0.570208
70,0.568812
71,0.567402
72,0.565979
73,0.564542
74,0.563091
75,0.561625
76,0.560144
77,0.558647
78,0.557135
79,0.555606
80,0.554061
81,0.552500
82,0.550920
83,0.549323
84,0.547708
85,0.546074
86,0.544422
87,0.542750
88,0.541057
89,0.539345
90,0.537612
91,0.535857
92,0.534081
93,0.532282
94,0.530461
95,0.528616
96,0.526748
97,0.524855
98,0.522937
99,0.520994
100,0.519025
101,0.517029
102,0.515006
103,0.512955
104,0.510876
105,0.508768
106,0.506631
107,0.504463
108,0.502264
109,0.500033
110,0.497771
111,0.495475
112,0.493145
113,0.490782
114,0.488382
115,0.485947
116,0.483476
117,0.480967
118,0.478419
119,0.475832
120,0.473206
121,0.470539
122,0.467830
123,0.465078
124,0.462284
125,0.459444
126,0.456560
127,0.453630
128,0.450653
129,0.447627
130,0.444553
131,0.441428
132,0.438253
133,0.435025
134,0.431744
135,0.428410
136,0.425020
137,0.421573
138,0.418070
139,0.414508
140,0.410887
141,0.407204
142,0.403460
143,0.399654
144,0.395783
145,0.391847
146,0.387844
147,0.383774
148,0.379636
149,0.375427
150,0.371148
151,0.366797
152,0.362372
153,0.357873
154,0.353298
155,0.348647
156,0.343918
157,0.339110
158,0.334223
159,0.329254
160,0.324204
161,0.319070
162,0.313854
163,0.308552
164,0.303165
165,0.297692
166,0.292132
167,0.286484
168,0.280748
169,0.274924
170,0.269011
171,0.263008
172,0.256915
173,0.250733
174,0.244462
175,0.238101
176,0.231651
177,0.225112
178,0.218485
179,0.211770
180,0.204969
181,0.198083
182,0.191113
183,0.184060
184,0.176927
185,0.169715
186,0.162427
187,0.155065
188,0.147632
189,0.140131
190,0.132566
191,0.124940
192,0.117257
193,0.109522
194,0.101740
195,0.093915
196,0.086053
197,0.078160
198,0.070242
199,0.062306
200,0.054358
201,0.046407
202,0.038460
203,0.030525
204,0.022611
205,0.014727
206,0.006882
207,0.000913
208,0.008650
209,0.016317
210,0.023904
211,0.031400
212,0.038793
213,0.046071
214,0.053224
215,0.060240
216,0.067106
217,0.073810
218,0.080341
219,0.086687
220,0.092835
221,0.098775
222,0.104495
223,0.109985
224,0.115233
225,0.120229
226,0.124965
227,0.129430
228,0.133617
229,0.137519
230,0.141128
231,0.144439
232,0.147447
233,0.150149
234,0.152540
235,0.154620
236,0.156388
237,0.157844
238,0.158991
239,0.159830
240,0.160367
241,0.160605
242,0.160552
243,0.160214
244,0.159600
245,0.158720
246,0.157583
247,0.156200
248,0.154584
249,0.152747
250,0.150703
251,0.148465
252,0.146047
253,0.143463
254,0.140730
255,0.137860
256,0.134870
257,0.131774
258,0.128587
259,0.125323
260,0.121996
261,0.118620
262,0.115208
263,0.111773
264,0.108327
265,0.104881
266,0.101447
267,0.098033
268,0.094650
269,0.091306
270,0.088009
271,0.084766
272,0.081584
273,0.078467
274,0.075420
275,0.072449
276,0.069555
277,0.066743
278,0.064013
279,0.061369
280,0.058810
281,0.056337
282,0.053951
283,0.051651
284,0.049435
285,0.047304
286,0.045256
287,0.043289
288,0.041400
289,0.039589
290,0.037853
291,0.036188
292,0.034594
293,0.033067
294,0.031605
295,0.030204
296,0.028863
297,0.027579
298,0.026349
299,0.025170
300,0.024040
